indicatorId,geoUnit,year,value,qualifier,magnitude
RESDEN.INHAB.TFTE,DEU,2012,4355.567,,
RESDEN.INHAB.TFTE,DEU,2013,4380.38742,,
RESDEN.INHAB.TFTE,DEU,2014,4336.01915,,
RESDEN.INHAB.TFTE,DEU,2015,4755.29531,,
RESDEN.INHAB.TFTE,DEU,2016,4839.84645,,
RESDEN.INHAB.TFTE,DEU,2017,5058.39528,,
RESDEN.INHAB.TFTE,DEU,2018,5209.2143,,
RESDEN.INHAB.TFTE,DEU,2019,5398.63462,,
RESDEN.INHAB.TFTE,DEU,2020,5390.05249,,
RESDEN.INHAB.TFTE,DEU,2021,5520.57631,,
RESDEN.INHAB.TFTE,DEU,2022,5801.62324,,
RESDEN.INHAB.TFTE,DEU,2023,5926.07432,,
RESDEN.INHAB.TFTE,DNK,1996,3180.15253,,
RESDEN.INHAB.TFTE,DNK,1997,3319.53904,,
RESDEN.INHAB.TFTE,DNK,1999,3565.39014,,
RESDEN.INHAB.TFTE,DNK,2001,3636.56281,,
RESDEN.INHAB.TFTE,DNK,2002,4758.77798,,
RESDEN.INHAB.TFTE,DNK,2003,4621.86049,,
RESDEN.INHAB.TFTE,DNK,2004,4847.79783,,
RESDEN.INHAB.TFTE,DNK,2005,5207.24681,,
RESDEN.INHAB.TFTE,DNK,2006,5314.72934,,
RESDEN.INHAB.TFTE,DNK,2007,5539.33467,,
RESDEN.INHAB.TFTE,DNK,2008,6519.6824,,
RESDEN.INHAB.TFTE,DNK,2009,6674.9003,,
RESDEN.INHAB.TFTE,DNK,2010,6763.58309,,
RESDEN.INHAB.TFTE,DNK,2011,7045.77406,,
RESDEN.INHAB.TFTE,DNK,2012,7181.8507,,
RESDEN.INHAB.TFTE,DNK,2013,7115.41931,,
RESDEN.INHAB.TFTE,DNK,2014,7358.18842,,
RESDEN.INHAB.TFTE,DNK,2015,7566.45783,,
RESDEN.INHAB.TFTE,DNK,2016,7852.0565,,
RESDEN.INHAB.TFTE,DNK,2017,7647.61749,,
RESDEN.INHAB.TFTE,DNK,2018,7597.52556,,
RESDEN.INHAB.TFTE,DNK,2019,7693.54905,,
RESDEN.INHAB.TFTE,DNK,2020,7651.2843,,
RESDEN.INHAB.TFTE,DNK,2021,7708.2373,,
RESDEN.INHAB.TFTE,DNK,2022,9037.46818,,
RESDEN.INHAB.TFTE,DNK,2023,8837.51688,,
RESDEN.INHAB.TFTE,DOM,2020,24.56941,,
RESDEN.INHAB.TFTE,DOM,2021,23.40074,,
RESDEN.INHAB.TFTE,DOM,2022,20.03771,,
RESDEN.INHAB.TFTE,DZA,2005,170.18968,,
RESDEN.INHAB.TFTE,DZA,2017,821.66519,,
RESDEN.INHAB.TFTE,DZA,2023,1782.46286,,
RESDEN.INHAB.TFTE,ECU,1996,84.01608,,
RESDEN.INHAB.TFTE,ECU,1997,78.17639,,
RESDEN.INHAB.TFTE,ECU,1998,83.52213,,
